__id,data_loaded_at,the_geom,analysis_neighborhood,supervisor_district,cultural_districts,number_of_districts,longitude,latitude,zip_code,street_address_or_intersection,location_description,current_location,facility,media_support,medium,display_dimensions,display_title,credit_line,artist,accession_number,data_as_of,creation_date
row-rs3d_cnwj_vsh8,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Gate 71A, Level 2",SFO,Terminal 3,Pigment Print on archival paper on mounted on Sintra,Pigment Print,38 x 33 in.,Forever in the Sky: Mission,Collection of the City and County of San Francisco Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport,"Mazinani, Sanaz",2016.25.f,2024-04-17T12:53:50.300,2013
row-8k5b.wpa8~7i7g,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.468802364 37.771431416),Golden Gate Park,07,,0,-122.4688024,37.77143142,94118,50 Hagiwara Tea Garden Drive,,Public Display,DeYoung Museum,enamel on aluminum on concrete,enamel on aluminum,137 1/2  x 195  x 175 in.,Untitled (Three Dancing Figures),Collection of the City and County of San Francisco; Purchased for the Moscone Center,"Haring, Keith",2001.1,2024-04-17T12:53:50.300,2001 (Fabricated in 1989)
row-wdvx~dicy~vas5,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.465006923 37.742414718),West of Twin Peaks,07,,0,-122.4650069,37.74241472,94127,Lenox Way & Verdun Way,Clubhouse Exterior; Park is on Lenox Way between Verdun Way and Ulloa Street,Public Display,West Portal Playground,"Hand-carved glazed ceramic tile, thin set, grout on exterior wall","Hand-carved glazed ceramic tile, thin set, grout",14 x 420 in.,Secret Garden,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the West Portal Playground,"Barr, Aileen",2004.13.1,2024-04-17T12:53:50.300,2004
row-uigr_q8k4.8x6h,2024-04-25T13:55:19.101,,,,,0,,,94128,,"BA/G, Gate 95",SFO,International Terminal,Pigmented inks and gold leaf on plywood,Pigmented inks and gold leaf,213 x 301 1/2 in.,No Other Lands Their Glory Know,Collection of the City and County of San Francisco,"Shaw, Alice",2017.1,2024-04-17T12:53:50.300,2017
row-2v7g-7nsh.27qc,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506730651 37.735474694),Sunset/Parkside,07,,0,-122.5067307,37.73547469,94132,Sloat Boulevard & Great Highway,Animal Resource Center,Public Display,San Francisco Zoo,Bronze on limestone base,Bronze,67  x 9  x 12 in.,Hawk V,Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the San Francisco Zoo,"Murrill, Gwynn",2013.1,2024-04-17T12:53:50.300,2007
row-pxre.rny6-nd8m,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.384469944 37.605746093),,,,0,-122.3844699,37.60574609,94128,55 S McDonnell Road,"Grand Hyatt, Level 2",SFO,Hotel,pigment print on paper,pigment print,60 x 74 in.,"Golden Gate Bridge, 3.4.01, 7:30pm",,"Misrach, Richard",T2018.51,2024-04-17T12:53:50.300,2000
row-44bv-nvb7.vtyi,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506730651 37.735474694),Sunset/Parkside,07,,0,-122.5067307,37.73547469,94116,Sloat Boulevard & Great Highway,Mother'S Building North Wall,Public Display,San Francisco Zoo,Egg tempera,Egg tempera,132 x 336 x 1 in.,Noah and His Ark (Building the Ark),Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,"Puccinelli, Dorothy Wagner",1936.4.a,2024-04-17T12:53:50.300,1934
row-7hsa~4p7z-qn9b,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.456158432 37.748648616),Twin Peaks,07,,0,-122.4561584,37.74864862,94116,375 Laguna Honda Boulevard,Lobby,City Agency,Laguna Honda Hospital,Ceramic tile mosaic,Ceramic tile mosaic,,Building the Iron Horse,Collection of the City and County of San Francisco,"Smith, Owen",2011.29.c,2024-04-17T12:53:50.300,2008
row-4rqq-jcut_hzaj,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Gate 71A, Level 2",SFO,Terminal 3,Pigment Print on archival paper on mounted on Sintra,Pigment Print,33 x 33 in.,Forever in the Sky: Golden Gate,Collection of the City and County of San Francisco Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport,"Mazinani, Sanaz",2016.25.a,2024-04-17T12:53:50.300,2013
row-mvcn_2b9w~cjcx,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.420293111 37.764159258),Mission,09,American Indian Cultural District,1,-122.4202931,37.76415926,94110,45 Hoff Street,Hoff St. Fence,Public Display,Kidpower Park,"10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint","10-gauge galvanized steel, Tnemec paint, Rustoleum spray paint",72 x 72 x 1 in.,Untitled,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Kidpower Park,"Blackstone, Amy",2005.6.d,2024-04-17T12:53:50.300,2005
row-qex2-tqvv.3iiq,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.429857726 37.785699927),Japantown,05,Japantown Cultural District,1,-122.4298577,37.78569993,94115,1707 Buchanan Street,"In middle of Buchannan pedestrian walkway; Between Post And Sutter St., Closer to Post St.",Public Display,Japantown,Bronze on bricks,Bronze,78 x 44 x 44 in.,Origami Fountain,Collection of the City and County of San Francisco; Commissioned by the Redevelopment Agency,"Asawa, Ruth",1999.22.2,2024-04-17T12:53:50.300,1999
row-wu3s_6a5k-pjnh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.47591421 37.73837121),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4759142,37.73837121,94116,2695 19th Avenue,Natatorium,Public Display,Sava Pool,Photographic print on porcelain enamel on concrete,Photographic print on porcelain enamel,21 1/2 x 94 x 1 in.,"Swimmer's Waves [column B, row 2]",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Wagner, Catherine",2008.10.e,2024-04-17T12:53:50.300,2008
row-37u2-z6pg-3vm8,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.477125295 37.783289814),Outer Richmond,01,,0,-122.4771253,37.78328981,94121,252 18th Avenue,19Th St.,Public Display,Richmond Recreation Center,"Concrete, paint","Concrete, paint",36 x 264 x 1/4 in.,Speaking Stones [sidwalk poem],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Richmond Recreation Center,"Alavi, Sayed",2001.6.c,2024-04-17T12:53:50.300,2000
row-zk73_j9by~tyh9,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.411051273 37.797625381),Chinatown,03,,0,-122.4110513,37.79762538,94133,840 Broadway,Chinatown; Broadway Street between the east end of the Robert C. Levy Tunnel and Columbus Avenue; on sidewalk in front of Jean Parker Elementary School,Public Display,,Painted Steel,Painted Steel,48 in.,Auspicious Clouds | Heavy Fog [#5555 Safety Red],Collection of the City and County of San Francisco,"Arcega, Michael",2018.4.a,2024-04-17T12:53:50.300,
row-84e4-xnxg-d8d9,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404809689 37.794457951),Chinatown,03,,0,-122.4048097,37.79445795,94108,Clay Street & Kearny Street,Lower Level Playground,Public Display,Portsmouth Square,cast concrete,cast concrete,16 x 15 x 15 in.,Bench support (Monkey),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,"Fuller (McChesney), Mary",1999.19.11,2024-04-17T12:53:50.300,1999
row-5tcc-qeph.vepw,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.4488866 37.733073657),West of Twin Peaks,07,,0,-122.4488866,37.73307366,94127,Foerster Street & Mangels Avenue,Playground,Public Display,Sunnyside Playground,Painted stainless steel,Painted stainless steel,33 1/2 x 66 x 1/4 in.,Solar Sight,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Sunnyside Playground,"Kennedy, Deborah",2008.1.c,2024-04-17T12:53:50.300,2007
row-6gud~6ics~ytqv,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.424337867 37.775758905),Hayes Valley,05,,0,-122.4243379,37.7757589,94102,Octavia Boulevard & Fell Street,At Fell St. SWCorner,Public Display,Octavia Blvd.,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",47 1/2 x 28 x 7 1/2 in.,Ghinlon/Transcope,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Wang Po Shu,2007.32.10,2024-04-17T12:53:50.300,2005
row-imyj~7dei.nrrc,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.465006923 37.742414718),West of Twin Peaks,07,,0,-122.4650069,37.74241472,94127,Lenox Way & Verdun Way,Clubhouse Exterior; Park is on Lenox Way between Verdun Way and Ulloa Street,Public Display,West Portal Playground,"Hand-carved glazed ceramic tile, thin set, grout","Hand-carved glazed ceramic tile, thin set, grout",18 x 420 x 240 in.,Secret Garden,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the West Portal Playground,"Barr, Aileen",2004.13.1-3,2024-04-17T12:53:50.300,2004
row-h7qr_aqfw-sutm,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.468802364 37.771431416),Golden Gate Park,07,,0,-122.4688024,37.77143142,94118,50 Hagiwara Tea Garden Drive,Across From De Young Museum,Public Display,Golden Gate Park,Bronze on granite,Bronze,135  x 56  x 44 in.,Leonitus (Roman Gladiator),Collection of the City and County of San Francisco; Gift of the California Midwinter Exposition,"Geefs, Guillaumo",1893.1,2024-04-17T12:53:50.300,1881
row-3kcu~bfpa_wsfb,2024-04-25T13:55:19.101,,,,,0,,,94132,Stern Grove Entry Road & Wawona Street,Stern Grove Entry Rd.,Public Display,Trocadero Clubhouse,Stained glass on wood,Stained glass,40 x 30 in.,Stern Grove Trocadero Clubhouse [first floor window],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,"Kogure, Kimiko",1987.44.g,2024-04-17T12:53:50.300,1987
row-jzak.aaqc-kv5r,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.449867969 37.725741001),West of Twin Peaks,07,,0,-122.449868,37.725741,94112,50 Frida Kahlo Way,Batmale Hall Plaza,Public Display,CCSF  Ocean Campus,"Mosaic tile, poured concrete","Mosaic tile, poured concrete",360  x 144  x 72 in.,Bicentennial Wings,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for San Francisco City College,"Overhoff, Jacques",1977.66.a,2024-04-17T12:53:50.300,1977
row-egjf-n4dk.hphp,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.412599235 37.758153678),Mission,09,,0,-122.4125992,37.75815368,94110,2450 Harrison Street,"Courtyard, Brick Wall",Public Display,Mission Recreation Center,Acrylic on wood and aluminum,Acrylic,84 x 60 in.,Mission Triptych #3,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Mission Recreation Center,"Fernandez, Rudy",1986.63,2024-04-17T12:53:50.300,1986
row-53zx.w26g.e73i,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.411031734 37.801174698),North Beach,03,,0,-122.4110317,37.8011747,94133,Filbert Street & Powell Street,Marini Plaza Columbus Avenue At Powell And Union St,Public Display,Washington Square,Bronze on granite,Bronze,74 x 22 1/2 x 13 1/4 in.,Frank Marini (1862-1952),Collection of the City and County of San Francisco,"Quilici, Gladys Nevada",1954.17,2024-04-17T12:53:50.300,1949
row-5fap_2km3_2tak,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.389729952 37.772935741),Mission Bay,06,,0,-122.38973,37.77293574,94158,3rd Street & Mission Rock Street,3Rd And Mission Rock St.,Public Display,3rd Street Light Rail,"Painted steel, stainless steel on painted steel, concrete","Painted steel, stainless steel",Light rail platform,Untitled (Third Street Light Rail Project),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,"Nagasawa, Nobuho, Margrill, Anita and Buchen, Bill and Mary",2007.6.1-2,2024-04-17T12:53:50.300,2006
row-n4ur-xki5-ugqk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Acute Care Unit Roof Garden,City Agency,San Francisco General Hospital,Granite,Granite,18 1/4 x 75 1/4 x 39 in.,Breath Between Sky and Ocean [Seating],Collection of the City and County of San Francisco,"Nagase, Masayuki",2016.11.a.3,2024-04-17T12:53:50.300,2015
row-a3xs~wz3t-t8dk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.415610134 37.784677215),Tenderloin,05,,0,-122.4156101,37.78467721,94109,570 Ellis Street,Playground,Public Display,Tenderloin Recreation Center,Ceramic tile and paint on concrete form,Ceramic tile and paint,74  x 62 1/2  x 31 in.,Dancing in the Sea of Milk,Collection of the City and County of San Francisco; Commissioned for the Tenderloin Recreation Center,"Heavenston, Martha",1995.8.1,2024-04-17T12:53:50.300,1995
row-6mfz-bdni-ztbx,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Departures Meeting Area, Level 2, BA/D",SFO,Terminal 2,Flat weave wool tapestry,Flat weave wool tapestry,84 x 144 in.,Garden Outside the Gate (The Garden Tapestries),Purchased by the San Francisco Art Commission for the San Francisco International Airport,"Adams, Mark",1985.5.3,2024-04-17T12:53:50.300,1982
row-erbz_gg92~2i43,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.389320926 37.768824884),Mission Bay,06,,0,-122.3893209,37.76882488,94158,3rd Street & South Street,3Rd And South St.; South Street has been re-named Warriors Way,Public Display,3rd Street Light Rail,Galvinized steel,Galvinized steel,36 x 580 x 120 in.,Untitled (Canopy panels),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,"Buchen, Bill and Mary",2007.7.2.a-d,2024-04-17T12:53:50.300,2006
row-88gh_i32v-nrfq,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.429141202 37.76946107),Hayes Valley,08,,0,-122.4291412,37.76946107,94114,Duboce Avenue & Church Street,"Duboce Avenue Between Church And Fillmore St., North Side",Public Display,,Bronze,Bronze,38 1/2 x 20 x 23 in.,Domestic Seating (Leather Chair),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,"Suárez-Wolfe, Primitivo",2013.5.d,2024-04-17T12:53:50.300,2012
row-e2p3.u5n6-78jt,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.398165283 37.796191019),Financial District/South Beach,03,,0,-122.3981653,37.79619102,94111,Washington Street & Davis Street,"Northwest Corner; Park is boarded by Clay St, Washinton St., Davis St., and Drumm St.",Public Display,Maritime Plaza,Bronze on granite,Bronze,127 x 50 x 50 in.,Standing Figure – Knife Edge,Collection of the City and County of San Francisco; Purchased through a project of the Redevelopment Agency for the Golden Gateway Plaza,"Moore, Henry",1966.21,2024-04-17T12:53:50.300,1962
row-qfqr.rgh3~f8th,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418830559 37.779328456),Tenderloin,05,,0,-122.4188306,37.77932846,94102,1 Dr. Carlton B. Goodlet Place,Corner of Polk and Grove Streets,Public Display,City Hall,Bronze on granite,Bronze,131  x 70 1/2  x 81 in.,Abraham Lincoln (1809-1865),Collection of the City and County of San Francisco; Funds raised by popular subscription,"Patigian, Haig",1926.1,2024-04-17T12:53:50.300,
row-qaps~tck6.c42q,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.440837207 37.73186574),West of Twin Peaks,07,,0,-122.4408372,37.73186574,94131,236 Monterey Boulevard,Garden Walkways,Public Display,Sunnyside Conservatory,Bronze on concrete,Bronze,3 1/4 x 3 1/2 x 3/4 in.,Sunnyside Menagerie [glyphies],Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Wowhaus,2009.7.12,2024-04-17T12:53:50.300,2009
row-zyds.8z73.ak5p,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.398176406 37.729662915),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3981764,37.72966292,94124,201 Williams Avenue,Community Room,City Agency,SFPD   Bayview Station,"Maple, Clay, Glass, Bone, Horn, Ceramic Beads, Dutch gold leaf","Maple, Clay, Glass, Bone, Horn, Ceramic Beads, Dutch gold leaf",48  x 36  x 24 in.,On Target Podium,"Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Bayview Police Station, and funded by the NEA and Susie Tompkins Buell Foundation","Riley, Cheryl",1998.6,2024-04-17T12:53:50.300,1993
row-i7en.q6as~kpty,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.38793956 37.742708099),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3879396,37.7427081,94124,3rd Street & Evans Avenue,3Rd St. And Evans Ave.,Public Display,3rd Street Light Rail,Stainless steel on painted steel,Stainless steel,480 x 36 x 36 in.,Untitled (Pole-mounted sculpture),Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,"Margrill, Anita and Nagasawa, Nobuho",2007.17,2024-04-17T12:53:50.300,2006
row-hqwb~6hsc_axjz,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.423212798 37.767103649),Mission,09,American Indian Cultural District,1,-122.4232128,37.76710365,94103,390 Valencia Street,Southeast Courtyard,Public Display,Valencia Gardens Apartments,Granite on concrete,Granite,59 1/4  x 104  x 32 in.,Two Sea Lions,Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,"Bufano, Beniamino",1942.8,2024-04-17T12:53:50.300,1930s
row-2qp3-7ab3-jep6,2024-04-25T13:55:19.101,,,,,0,,,94128,,BA/D : Departures : Gate 58B,SFO,Terminal 2,Acrylic and sand on canvas,Acrylic and sand,"64"" H X 120"" W",The Peasant's Parade,Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"Hoefer, Wade",1986.21,2024-04-17T12:53:50.300,
